Protein	14F	14F	17F	23M	25M	28M	36M	37M	39M	43M	44M	45F	45M	47M	48M	49F	50F	52F	59M	66M
O60337	5979170.0	3905660.0	2937170.0	6181480.0	4875050.0	10194800.0	248046000.0	10185400.0	20381600.0	25516900.0	4180660.0	155625000.0	9877010.0	3463200.0	6838280.0	4955230.0	6235350.0	3870380.0	9033440.0	3751090.0
O60341	41643200.0	1311520000.0	409100000.0	85104100.0	212740000.0	524060000.0	6681640.0	27191100.0	20237000.0	44331800.0	15958700.0	22041900.0	10612600.0	172777000.0	21013500.0	23405500.0	38579300.0	315720000.0	760500000.0	334390000.0
O60343	23397200.0	5751030.0	11978200.0	50877100.0	27061900.0	29118000.0	30557600.0	32304700.0	7004480.0	34135800.0	24876400.0	9987470.0	22128400.0	34260100.0	26714500.0	10288300.0	13581800.0	37075900.0	39902000.0	22153700.0
O60346	1644450.0	13080.9	33283.2	820407.0	1106560.0	3262000.0	103079000.0	1147800.0		21926200.0	52827200.0	59015100.0		10032100.0	92537300.0		9025.81	36034.2	185171.0	775146.0
O60347		21822.1																		
O60356											9072820.0									
O60361	110954000.0	54272300.0	72565300.0	72305600.0	48000600.0	111711000.0	128008000.0	119227000.0	75449400.0	613703000.0	61734200.0	91230900.0	94049100.0	81127600.0	67072000.0	107304000.0	142269000.0	101275000.0	52920700.0	60449200.0
O60381											523452.0			4535460.0			5410440.0			
O60422																13084100.0	14711800.0			
O60422;O95948;Q9UBC0		46474.5					43562.4	17004700.0	15742900.0	4260160.0	734924.0		2962790.0		2073690.0			2296350.0	4408780.0	
O60423											5881480.0									
O60427	17515500.0	40845.5		34893400.0	18735300.0	30449100.0	7451120.0	1849990.0	3839010.0	14596600.0	20553000.0	11172900.0	10682800.0	65834000.0	20769200.0	8725200.0	15259800.0	15745800.0	58798000.0	
O60437	188811000.0	244504000.0	74519300.0	162940000.0	139260000.0	213697000.0	327178000.0	317497000.0	336068000.0	178162000.0	171099000.0	221914000.0	135892000.0	163286000.0	130999000.0	79153300.0	119266000.0	227084000.0	158127000.0	97802000.0
O60443	7455210.0	18830800.0	5205250.0	29123100.0	16656900.0	76968300.0	9326050.0	5478530.0	10081700.0	98319000.0	38197100.0	136144000.0	7043900.0	37384000.0	5931640.0	1569140.0	13426500.0	27762200.0	39267200.0	13855700.0
O60447	7096390.0	17481300.0	16066700.0	25689800.0	10723700.0	49204100.0	15227300.0	5748470.0	17695600.0	12314500.0	23742700.0	16918300.0	6909080.0	19745500.0	17903400.0	8925530.0	5571030.0	24893900.0	13333000.0	4402170.0
O60449	10912000.0	39129900.0		47088800.0	322463.0	43011700.0		2782650.0	4590730.0		3128050.0	4615440.0	11153900.0	12374000.0	5887050.0			51077400.0	9082420.0	9367400.0
O60462	38937800.0	8755670.0	15238200.0	14421400.0	1201290.0	3094660.0	1136860.0	2405500.0	15951200.0	23330900.0	7074090.0	8441310.0	38790200.0	4814510.0	1485810.0	1551580.0	1746040.0	22695600.0	19437800.0	11708600.0
O60476	24790800.0	2847490.0	5550790.0	5678710.0	8246750.0	30451600.0	58169700.0	77621100.0	46657300.0	61365700.0	9608350.0	52227600.0	52236400.0	48224000.0	100872000.0	57424000.0	88856900.0	9025920.0	9643500.0	36597100.0
O60478					13976.7	610275.0										5915710.0				
O60486					358863.0	22719.8			6546.24								9174.01	42332000.0	5863410.0	3909.37
O60487	1295260.0	2079940.0	5413190.0	3014500.0	2997130.0	2878310.0	15267200.0	681115.0	1108180.0	7546710.0	2795200.0	8182600.0	872873.0	4311600.0	11431500.0	5383850.0	1693790.0	4085800.0	8415170.0	5411330.0
O60488	115150000.0	36230600.0	52178800.0	33090100.0	49359000.0	102232000.0	56163600.0	51678900.0	194878000.0	60997800.0	31188300.0	204873000.0	22502100.0	50724900.0	324382000.0	27043200.0	321967000.0	42093200.0	33037400.0	45552300.0
O60493	157045000.0	110784000.0	144758000.0	115208000.0	107022000.0	198805000.0	211482000.0	212008000.0	203339000.0	127623000.0	121867000.0	83054500.0	151316000.0	108960000.0	182299000.0	140829000.0	203505000.0	124785000.0	126549000.0	107189000.0
O60496	1717030.0	1742480.0	3623010.0	616839.0	3691660.0	3979100.0	5013750.0	35874800.0	15826700.0	3436710.0	5816740.0	1415370.0	995703.0	5975040.0	21335300.0	2328050.0	3959910.0	5935650.0	9207340.0	4512660.0
O60499	7526710.0	3463800.0	4614260.0	4561180.0	3680600.0	4824540.0	6706790.0	7744380.0	7518470.0	3395940.0	14978100.0	105998000.0	9226670.0	2025700.0	135969000.0	3921860.0	3264260.0	3958770.0	4035910.0	12144400.0
O60502	176298000.0	12480600.0	23054700.0	27487500.0	19998900.0	54451600.0	93030700.0	12904300.0	106421000.0	16152000.0	12156200.0	178148000.0	77173600.0	44215800.0	189630000.0	68294500.0	140400000.0	18493500.0	19723300.0	19113400.0
O60503	2110060.0	14901500.0	37724300.0	5478580.0	13057800.0	4912350.0	7634030.0	4216540.0	2230080.0	1702070.0	15074200.0	4383280.0	3870110.0	5540910.0	7101240.0	3915280.0	2514750.0	9702840.0	7082770.0	28318200.0
O60504	23331900.0	23254400.0	20112500.0	23899000.0	23434800.0	33757700.0	16277700.0	17304100.0	20342000.0	194287000.0	27601400.0	28786900.0	21912300.0	74760900.0	22403500.0	25854700.0	20952500.0	98492600.0	27938200.0	151637000.0
O60506	123521000.0	115487000.0	102266000.0	73156300.0	100872000.0	145049000.0	76412100.0	84736300.0	69511000.0	68554300.0	96681600.0	103839000.0	90504700.0	110881000.0	109911000.0	88394100.0	84900100.0	119152000.0	113819000.0	121582000.0
O60507	4972200.0	20829100.0	62786200.0	127986000.0	75205800.0	76094600.0	14506400.0	15204500.0	9098840.0	3684750.0	75678200.0	10579600.0	6791430.0	82824000.0	5604290.0	7258980.0	25886000.0	2705370.0	81724300.0	846492.0
O60508	19204900.0	31948400.0	15299500.0	3437290.0	22042600.0	20400800.0	19276900.0	17835800.0	21063200.0	29899900.0	11203800.0	13577400.0	29342500.0	30308100.0	26331500.0	9868010.0	22188400.0	6654710.0	13183100.0	25464800.0
O60512						318854.0														
O60513	2085090.0	25118.3	509654.0	44928400.0	14925.0	47970600.0	2606960.0	10532200.0	719646.0	4138470.0	3627610.0	27429000.0		67363800.0	2638100.0	1581630.0	12517.9	704154.0	37820300.0	469770.0
O60516									33933.0											
O60518	131267000.0	139793000.0	10381000.0	126557000.0	273917000.0	147955000.0	62797000.0	540020000.0	321114000.0	319568000.0	252932000.0	353322000.0	305633000.0	286338000.0	400422000.0	204696000.0	10186300.0	19587100.0	16730700.0	86541200.0
O60524	12486300.0	133311000.0	152543000.0	31566300.0	104244000.0	100484000.0	58926000.0	28136400.0	18753700.0	5922830.0	30247400.0	62508500.0	30838800.0	117987000.0	58622800.0	13544800.0	41453800.0	114767000.0	25546900.0	28407400.0
O60547	58477800.0	153149000.0	138404000.0	171658000.0	145739000.0	103584000.0	90185600.0	106997000.0	123674000.0	51418500.0	291492000.0	109498000.0	75662700.0	259596000.0	70125300.0	56750900.0	55211400.0	377590000.0	73542800.0	159668000.0
O60551	6254590.0	4388510.0	2643980.0	6046920.0	5910440.0	8902070.0	11963800.0	16661100.0	30215900.0	199747000.0	3312480.0	27565000.0	10195400.0	11578000.0	14847700.0	13631100.0	36149000.0	6176380.0	72233000.0	15173500.0
O60563	7211120.0	1495280.0	4014600.0	500390.0	266929.0	3969920.0	2379280.0	5865760.0		577370.0	7601150.0	2515560.0	2917330.0	23505400.0	3104250.0	2358560.0	1256650.0	2167960.0	7873040.0	1839160.0
O60568	20315600.0	28946700.0	30649400.0	22507200.0	1121120000.0	240745000.0	27660600.0	617727000.0	25285100.0	74741400.0	24447000.0	31195600.0	20424300.0	204990000.0	23255200.0	132843000.0	15841000.0	39898800.0	186151000.0	28818300.0
O60573	14745900.0	3366590.0	221952000.0	179438000.0	101321000.0	126807000.0	11644500.0	13559600.0	3755050.0	8867060.0	8281630.0	12270700.0	12240900.0	96045900.0	8809440.0	5873740.0	8035780.0	215479000.0	185105000.0	30619700.0
O60583	954372.0	12353200.0	20922800.0	536976.0	756011.0	2831030.0	1835350.0	482704.0	1552010.0	1257840.0	3209670.0	1468840.0	1725060.0	1496500.0	1720980.0	1211790.0	2696090.0	5604550.0	3708210.0	2430930.0
O60603	11831700.0	6464660.0	1645960.0	2271700.0	3011650.0	11356900.0	12832400.0	481957000.0	13405600.0	846037.0	6292420.0	13894200.0	1267030.0	4745560.0	16318600.0	4218410.0	13800000.0	7054520.0	7907890.0	2296790.0
O60609																		7802660.0		
O60610	278583000.0	55599300.0	63596100.0	67322100.0	53983700.0	68889900.0	48273600.0	63458700.0	75062400.0	82592000.0	96036000.0	49491800.0	42428600.0	74027600.0	38741600.0	49123100.0	62944200.0	65270000.0	70954700.0	58503700.0
O60613	44215800.0	43978000.0	41611300.0	30302700.0	35353600.0	33713400.0	37336400.0	22324400.0	39552300.0	23530800.0	29520600.0	36352800.0	28091200.0	26597100.0	42555100.0	34699800.0	37229100.0	33908600.0	28900600.0	29761700.0
O60641																		1498780.0		
O60645	10798900.0	10322200.0	140302000.0	78887700.0	37927100.0	12218500.0	18321900.0	18788600.0	18743200.0	41357900.0	74018800.0	15251300.0	13982200.0	17390100.0	14789600.0	49378300.0	17920400.0	22170400.0	178811000.0	49419300.0
O60656	270889000.0	222953000.0	109714000.0	141202000.0	100161000.0	147685000.0	189546000.0	153336000.0	104375000.0	162990000.0	168420000.0	191949000.0	221568000.0	228767000.0	217590000.0	241997000.0	102493000.0	304056000.0	285267000.0	197654000.0
O60658	7286230.0	7047810.0	3622280.0	2516810.0	5763050.0	15160300.0	12463900.0	39034300.0	17576500.0	13563000.0	11187700.0	9119730.0	10523400.0	4271850.0	9306500.0	5209410.0	8901750.0	12277300.0	2520030.0	129853000.0
O60664	300066000.0	78147200.0	251952000.0	61541400.0	78145100.0	201189000.0	230228000.0	227780000.0	127596000.0	143860000.0	75686800.0	259121000.0	105499000.0	90044200.0	150864000.0	267628000.0	167371000.0	90888900.0	95424200.0	58960800.0
O60669	8383160.0	7300600.0	3668640.0	3435880.0	9278050.0	14430400.0	4633600.0	17530800.0	8182490.0	5445210.0	2678230.0	3748530.0	23621400.0	19975800.0	28438800.0	3095580.0	5990770.0	36244800.0	81820600.0	18820600.0
O60671	1062220.0	8407490.0	852274.0	26960.4	57896.6	2341910.0	5641890.0	6832670.0	6746130.0	697047.0	1381350.0	6654380.0	10210800.0	4192360.0	54119.1	2696640.0	893626.0	4844490.0	4144340.0	3023240.0
O60674	1924000.0	902801.0	14512.3	32046.7	2833540.0	5599940.0	1342590.0	9501810.0	25078.0	13377400.0	587702.0	9221450.0	250352.0	395378.0	4251280.0	1185410.0	10424400.0	1972680.0	260903.0	3649780.0
O60675								9156.06												
O60678	5050110.0	1453630.0	7062160.0	716249.0	1334470.0	7073710.0	10994400.0	7108140.0	5338560.0	10009900.0	25031400.0	8383150.0	41317.2	8316650.0	7879750.0	7672080.0	6677290.0	7564660.0	10191300.0	38606600.0
O60683	5258830.0	15910400.0	14134000.0	35084600.0	33824900.0	16765100.0	5747010.0	6987810.0	161104000.0	5910370.0	24046300.0	5717320.0	5990610.0	36468600.0	5567980.0	7676800.0	5331540.0	30773500.0	22957400.0	14653300.0
O60684	14889300.0	24893800.0	21399800.0	21214300.0	17538000.0	25348000.0	14486300.0	39859700.0	11099200.0	13802800.0	19870800.0	15644900.0	22631500.0	29637000.0	18369200.0	16728700.0	15659400.0	26610300.0	24055300.0	19176400.0
O60701	1944990000.0	2934460000.0	2273950000.0	2903780000.0	2247340000.0	1702130000.0	2172600000.0	2706340000.0	1750090000.0	2015620000.0	923441000.0	2522090000.0	1775570000.0	2666340000.0	2407290000.0	2084730000.0	1849600000.0	1087540000.0	1550550000.0	1979960000.0
O60704	12110200.0	45220500.0	84109800.0	147973000.0	74034700.0	87354600.0	134643000.0	180869000.0	289713000.0	57897300.0	37970400.0	211239000.0	111947000.0	33200300.0	286247000.0	47426000.0	79775400.0	26180700.0	95054600.0	170907000.0
O60706	1776340.0	5899260.0	1307070.0	467300.0	2263600.0	22326100.0	6582810.0	10571500.0	13137500.0	7584580.0	6150150.0	4361990.0	11548400.0	5979540.0	15586800.0	874411.0	3938610.0	4552350.0	2789670.0	872092.0
O60711	5195030.0	1482760.0	1523830.0	1185480.0	2524240.0	4428960.0	14207100.0	9279800.0	8398980.0	6357300.0	1236370.0	8372650.0	9592310.0	1208760.0	7087290.0	4361350.0	4230620.0	1986300.0	2243780.0	2266030.0
O60716	55421800.0	69393700.0	86000200.0	78461300.0	103056000.0	80464500.0	99985400.0	62160400.0	81125800.0	85694000.0	103211000.0	85045600.0	67236800.0	95912600.0	90902500.0	306897000.0	91624800.0	65876100.0	110516000.0	89895600.0
O60721												1252620.0								
O60725	49076.1	622916.0	671850.0	1065850.0	37599.5	4343830.0	264218.0	1488880.0	556599.0	753421.0	1046760.0	1300610.0	689375.0	1578560.0	1072670.0	638644.0	1133700.0		1348870.0	712307.0
O60733	601274.0										76447900.0	6289220.0	9813.32	22222200.0		334903.0	2339240.0	14765.5		
O60739						553793.0					17272.2			647217.0				176758000.0		
O60739;P41567	138837000.0							137138000.0	60440300.0	65702100.0		120893000.0	89976400.0		79083400.0	117873000.0	84102100.0			
O60749	63007200.0	83993400.0	91093800.0	69732000.0	90362400.0	81105400.0	63624000.0	65591900.0	72561600.0	52258800.0	117421000.0	41387400.0	56984400.0	90468600.0	61407300.0	42922300.0	59365200.0	101178000.0	94308800.0	84485700.0
O60760											10078.4									
O60762	36420100.0	25387900.0	25930600.0	41873200.0	30622000.0	34463100.0	31750300.0	30974000.0	37598500.0	38438300.0	36764300.0	25290700.0	30073400.0	43505000.0	36558100.0	31845700.0	21172900.0	37189300.0	38833600.0	40406800.0
O60763	279320000.0	161433000.0	156880000.0	202693000.0	111352000.0	185297000.0	255836000.0	325787000.0	350687000.0	256821000.0	165218000.0	199865000.0	166566000.0	180023000.0	265421000.0	178587000.0	235147000.0	242201000.0	162501000.0	185641000.0
O60779	384563.0	16959.8	34002.4					5424860.0							15210.7					
O60783	17422300.0	15125300.0	9175800.0	7131000.0	6847080.0	16730100.0	5739210.0	6084380.0	7702600.0	11925300.0	4692630.0	10095200.0	9081790.0	12767700.0	135285000.0	8224870.0	9867860.0	10812900.0	11174100.0	13142300.0
O60784	35504000.0	106179000.0	112274000.0	78487500.0	82037300.0	70963700.0	31668700.0	33581400.0	19721000.0	32512200.0	81423600.0	30309500.0	28127600.0	35834100.0	23300500.0	34608900.0	33745300.0	35646000.0	90264700.0	28992100.0
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880										12406300000.0										
O60825	7237590.0	2143970.0	4148580.0	2527720.0	5044050.0	6847150.0	110145000.0	10041600.0	38227900.0	12791100.0	3686210.0	28287600.0	42106800.0	2417830.0	12649500.0	3737750.0	94079300.0	4844660.0	2601220.0	8536450.0
O60826	14036100.0	183345000.0	40521800.0	64372600.0	156269000.0	67708500.0	39478600.0	20620400.0	17031400.0	18758500.0	112663000.0	17708400.0	72434500.0	67779400.0	17461800.0	17791500.0	19039300.0	144901000.0	92192700.0	54802200.0
O60828	64977400.0	17617400.0	81797100.0	113173000.0	10651500.0	14544600.0	94776800.0	11081600.0	113601000.0	13776500.0	23412900.0	18308100.0	11280900.0	79942800.0	197625000.0	33125000.0	10885000.0	10425000.0	44994500.0	11566500.0
O60830	6888850.0	5318990.0	12311300.0	15412200.0	9066340.0	10645400.0	9268110.0	11234600.0	23648800.0	8389420.0	8044170.0	16082300.0	12492400.0	10504100.0	21353700.0	11548800.0	6762290.0	6626060.0	9826520.0	24358300.0
O60831	1375800.0	6426460.0	6053290.0	10983700.0	7170600.0	6410780.0	10369200.0	20639700.0	11953700.0	4730140.0	5933270.0	1434040.0	4547720.0	9322080.0	3669420.0	502867.0	1360950.0	11816700.0	9590200.0	4597670.0
O60832	62233500.0	85678900.0	25838100.0	77556900.0	42722300.0	86714300.0	64794400.0	71322700.0	91738200.0	55188300.0	181628000.0	99659200.0	58673700.0	78292600.0	90313900.0	40216500.0	37738200.0	134580000.0	125346000.0	87392000.0
O60841	184739000.0	222230000.0	422417000.0	96831600.0	144935000.0	305883000.0	56169500.0	210986000.0	222715000.0	226862000.0	263121000.0	136479000.0	201794000.0	339419000.0	116354000.0	257490000.0	171549000.0	312766000.0	192598000.0	152536000.0
O60858	1346440.0		3372520.0	2354020.0	459640.0	4470060.0	1086450.0		11682800.0	2862330.0	24814.4	15248700.0	3210780.0	3773170.0		1444540.0	5766.46	5892350.0		
O60861				9051.64	416440.0	381255.0		17350900.0				299603.0		988738.0			535323.0	1265840.0	11337.0	
O60869	48622000.0	45661700.0	138616000.0	45094900.0	56304000.0	105314000.0	68367900.0	73644200.0	29571800.0	55053500.0	57770100.0	39673100.0	32878300.0	58378800.0	65205200.0	46419400.0	46124300.0	42298300.0	78979400.0	51002800.0
O60870	2022330.0	2352400.0	908901.0	6891030.0	7755200.0	21162600.0		1030580.0	3220910.0		31084100.0		1760960.0		2070880.0	12710.3	3937180.0	101716000.0	41166600.0	
O60879	160749000.0	36256100.0	34619200.0	42913300.0	63505800.0	46487400.0	88066100.0	131824000.0	72575900.0	93422400.0	45478600.0	80140200.0	72987700.0	62630700.0	82967000.0	80720100.0	78968400.0	102390000.0	57941200.0	41823400.0
O60884	81004100.0	102837000.0	164815000.0	224416000.0	84147300.0	155944000.0	85362300.0	61653100.0	57967000.0	76690000.0	269020000.0	57031100.0	63647700.0	213293000.0	105940000.0	58552800.0	77005200.0	294710000.0	262798000.0	103345000.0
O60885	52942200.0	112278000.0	13979500.0	66484400.0	159946000.0	78766500.0	68539300.0	12291600.0	18937300.0	79412000.0	21388800.0	4998380.0	2166160.0	184755000.0	11669400.0	27488800.0	24327300.0	75971000.0	155514000.0	117133000.0
O60888	96090200.0	58968900.0	67555600.0	42988900.0	63035300.0	35893500.0	64012400.0	72412800.0	67961500.0	73704400.0	91815300.0	63395700.0	56673800.0	79673900.0	17063400.0	75536700.0	45222200.0	89927300.0	66540400.0	56383500.0
O60894																	328294.0			
O60896					2061520.0		1884990.0								215625.0	415322.0	37062.7		13625.9	29946.8
O60906	464796.0	513552.0		4321.7		5719190.0	14015.9		127872.0			1167100.0	1683570.0	250597.0		477762.0	1345130.0	405587.0	228244.0	
O60907	5547800.0	1519890.0	5476160.0	21401100.0	2691680.0	51655200.0	4732160.0	27627.0	140817.0	11399600.0	14871700.0	10706400.0	20014200.0	172550.0	12296600.0	5819300.0	6034840.0	21674100.0	19611600.0	4366220.0
O60911								477386.0												
O60921	732552.0	63257.1	4639570.0	1117470.0	906620.0	1627410.0	2532520.0	2418390.0	780522.0	386620.0	861835.0	955075.0	1887040.0	1453560.0	4705830.0	676791.0	157435.0	357629.0	1263820.0	2011370.0
O60925	15827500.0	33813900.0	32362300.0	11937300.0	46826000.0	25531500.0	18634200.0	18490000.0	14583300.0	21426800.0	37073500.0	19379900.0	19207500.0	43115700.0	12832300.0	17233600.0	17380300.0	31233000.0	26231200.0	41005200.0
O60927	5809320.0	9668370.0	6056390.0	9276800.0	7992840.0	15051800.0	8168230.0	11847700.0	15235200.0	6637950.0	12382200.0	6822050.0	7901190.0	12730300.0	4913920.0	5448760.0	5784590.0	14636300.0	19112500.0	9130260.0
O60930	1901710.0	414179.0	25586.4			1288130.0	1786120.0	1251570.0	4293640.0			2014820.0		45733.9		6046670.0	873594.0	7860210.0		
O60934	2537410.0	3379430.0	3458720.0	8281410.0	3956580.0	7251710.0	4753260.0	22213100.0	10350100.0	4553180.0	5840150.0	30257200.0	13015500.0	5407110.0	25515300.0	2639300.0	6060030.0	5951730.0	7707690.0	6736000.0
O60936	7069320.0	2932900.0	1206250.0	10646700.0	13700500.0	19023500.0	10928800.0	13429500.0	10030400.0	11257200.0	10113000.0	4489390.0	6276550.0	9946720.0	3690360.0	4255620.0	5840840.0	18816800.0	13062200.0	9362690.0
O60941	62827300.0	7026610.0	19433900.0	10979600.0	17345200.0	18539000.0	90798700.0	17437500.0	69521800.0	153260000.0	12402400.0	21107400.0	30856400.0	10277300.0	189280000.0	8687570.0	53625800.0	13897600.0	30098900.0	22047400.0
O60942	934327.0	723939.0	1635180.0	670825.0	741779.0	4964550.0	2638480.0	10195400.0	1430590.0	2053350.0	9585850.0	3372310.0	1989120.0	1169780.0	13234200.0	1060410.0	877601.0	1834850.0	2578600.0	5627450.0
O75019																331231.0				
O75022			4519.65		3871.35	5810020.0		5217240.0						2213170.0				4628.39	332893.0	
O75023	10036100.0	4535770.0	34723600.0	20801000.0	13970000.0	8620860.0	27151200.0	28520800.0	25345800.0	23425200.0	21070500.0	4810900.0	4662830.0	24006500.0	37697800.0	5854860.0	3002000.0	4068070.0	7057990.0	33111300.0
O75027	16532100.0	25806400.0	35028400.0	26718300.0	38037800.0	19017200.0	19402100.0	22667700.0	22553100.0	17865200.0	17853000.0	17275100.0	17597900.0	22683200.0	26181300.0	14332600.0	38331900.0	24476500.0	24567300.0	25384500.0
